,Conf,MP_C,PTS_C,TRB_C,AST_C,FG%_C,3P%_C,Player Name,SOS,School,FT%_C,Pk,Tm,Yrs,DRAFT_YEAR,MP.1,PTS.1,TRB.1,AST.1,FG%,3P%,Player,FT%
526,Big East,24.1,12.6,2.3,2.5,0.47600000000000003,0.363,Dion Waiters,8.02,Syracuse,0.7290000000000001,4,CLE,6.0,2012,28.7,13.3,2.7,2.8,0.41200000000000003,0.341,Dion Waiters,0.701
527,Big Sky,34.5,24.5,5.0,4.0,0.467,0.409,Damian Lillard,-3.65,Weber State,0.887,6,POR,7.0,2012,36.3,23.2,4.1,6.2,0.43200000000000005,0.36700000000000005,Damian Lillard,0.885
528,ACC,29.2,17.1,5.2,1.1,0.44,0.358,Harrison Barnes,7.07,UNC,0.723,7,GSW,7.0,2012,30.4,13.2,4.9,1.5,0.45,0.368,Harrison Barnes,0.789
529,Pac-12,31.1,16.4,6.4,1.4,0.457,0.371,Terrence Ross,5.27,Washington,0.7659999999999999,8,TOR,7.0,2012,23.9,9.8,2.6,1.0,0.423,0.373,Terrence Ross,0.8009999999999999
530,Big East,28.4,10.0,7.6,0.4,0.5379999999999999,0.0,Andre Drummond,8.07,UConn,0.295,9,DET,7.0,2012,30.5,13.8,13.5,1.1,0.544,0.17800000000000002,Andre Drummond,0.426
531,ACC,33.2,15.5,3.4,2.1,0.433,0.365,Austin Rivers,8.4,Duke,0.6579999999999999,10,NOH,7.0,2012,24.2,9.3,2.0,2.4,0.419,0.353,Austin Rivers,0.648
532,Big Ten,31.8,13.6,8.2,1.3,0.584,0.091,Meyers Leonard,7.99,Illinois,0.732,11,POR,7.0,2012,15.5,5.5,3.7,0.8,0.47100000000000003,0.381,Meyers Leonard,0.831
533,Big East,37.2,17.7,4.9,1.7,0.478,0.336,Jeremy Lamb,8.07,UConn,0.81,12,HOU,7.0,2012,19.1,9.4,3.3,1.4,0.444,0.33799999999999997,Jeremy Lamb,0.8440000000000001
534,ACC,33.0,8.1,2.6,9.8,0.467,0.354,Kendall Marshall,7.07,UNC,0.696,13,PHO,4.0,2012,19.3,5.0,1.6,4.9,0.39899999999999997,0.37,Kendall Marshall,0.611
535,ACC,29.1,13.7,9.9,1.3,0.5,,John Henson,7.07,UNC,0.511,14,MIL,7.0,2012,20.1,7.8,5.4,1.1,0.539,0.273,John Henson,0.5720000000000001
536,Big East,36.1,15.5,8.6,1.5,0.452,0.215,Maurice Harkless,6.98,St. John's (NY),0.6759999999999999,15,PHI,7.0,2012,22.9,7.2,3.6,0.9,0.473,0.32799999999999996,Maurice Harkless,0.608
537,Big 12,31.5,13.4,9.3,5.0,0.534,0.33299999999999996,Royce White,7.32,Iowa State,0.498,16,HOU,1.0,2012,3.0,0.0,0.0,0.0,0.0,,Royce White,
538,ACC,28.2,16.3,9.6,0.9,0.5529999999999999,,Tyler Zeller,7.07,UNC,0.8079999999999999,17,DAL,6.0,2012,17.6,7.0,4.4,0.9,0.508,0.294,Tyler Zeller,0.764
539,SEC,29.3,12.3,7.2,1.3,0.5,0.327,Terrence Jones,7.93,Kentucky,0.627,18,HOU,5.0,2012,24.0,10.5,5.7,1.0,0.501,0.299,Terrence Jones,0.622
540,A-10,30.1,18.5,8.4,1.0,0.5710000000000001,0.434,Andrew Nicholson,2.84,St. Bonaventure,0.7759999999999999,19,ORL,5.0,2012,14.3,6.0,3.0,0.4,0.467,0.321,Andrew Nicholson,0.773
541,Big Ten,30.4,17.5,9.2,1.2,0.519,0.4,Jared Sullinger,9.07,Ohio State,0.768,21,BOS,5.0,2012,24.3,10.8,7.5,1.8,0.436,0.272,Jared Sullinger,0.723
542,Big East,25.4,7.8,5.8,0.7,0.5660000000000001,,Fab Melo,8.02,Syracuse,0.633,22,BOS,1.0,2012,6.0,1.2,0.5,0.0,0.5,,Fab Melo,0.25
543,SEC,33.6,19.9,2.9,1.2,0.474,0.439,John Jenkins,8.04,Vanderbilt,0.8370000000000001,23,ATL,5.0,2012,12.8,5.1,1.5,0.8,0.44799999999999995,0.364,John Jenkins,0.8490000000000001
544,Horizon,14.8,5.2,2.6,0.4,0.377,0.32899999999999996,Jared Cunningham,2.12,Cleveland State,0.75,24,CLE,4.0,2012,7.2,2.3,0.7,0.5,0.34700000000000003,0.306,Jared Cunningham,0.674
545,Pac-12,30.3,16.0,5.0,3.7,0.44299999999999995,0.161,Tony Wroten,5.27,Washington,0.583,25,MEM,4.0,2012,21.2,11.1,2.5,3.0,0.413,0.231,Tony Wroten,0.647
546,ACC,20.5,6.6,7.1,0.5,0.61,,Miles Plumlee,8.4,Duke,0.632,26,IND,7.0,2012,16.5,5.0,4.6,0.5,0.542,,Miles Plumlee,0.542
547,SEC,35.8,16.4,10.5,1.2,0.5489999999999999,0.444,Arnett Moultrie,4.86,Mississippi State,0.78,27,MIA,2.0,2012,12.4,3.6,3.1,0.2,0.547,,Arnett Moultrie,0.667
548,Big 12,30.7,13.5,7.6,1.3,0.5,0.303,Perry Jones,8.03,Baylor,0.696,28,OKC,3.0,2012,11.7,3.4,1.8,0.4,0.42,0.293,Perry Jones,0.66
549,SEC,32.6,10.0,2.5,4.8,0.41200000000000003,0.325,Marquis Teague,7.93,Kentucky,0.7140000000000001,29,CHI,3.0,2012,10.0,2.4,1.0,1.5,0.34299999999999997,0.222,Marquis Teague,0.6609999999999999
550,SEC,23.2,10.1,5.9,0.3,0.539,,Festus Ezeli,8.04,Vanderbilt,0.604,30,GSW,3.0,2012,14.1,4.2,4.3,0.4,0.513,,Festus Ezeli,0.557
551,SEC,32.1,16.1,5.6,1.7,0.493,0.423,Jeff Taylor,8.04,Vanderbilt,0.605,31,CHA,3.0,2012,19.4,6.1,2.0,0.8,0.409,0.319,Jeff Taylor,0.665
552,Big East,32.9,17.5,8.4,2.1,0.498,0.345,Jae Crowder,7.5,Marquette,0.735,34,CLE,7.0,2012,24.0,9.2,3.8,1.4,0.42700000000000005,0.33799999999999997,Jae Crowder,0.785
553,Big Ten,33.2,16.2,10.6,3.8,0.449,0.38799999999999996,Draymond Green,9.81,Michigan State,0.723,35,GSW,7.0,2012,27.7,9.2,6.9,4.6,0.43799999999999994,0.325,Draymond Green,0.7070000000000001
554,Big West,34.4,19.7,5.8,2.9,0.451,0.42700000000000005,Orlando Johnson,-1.38,UCSB,0.698,36,SAC,3.0,2012,10.8,3.2,1.7,0.7,0.358,0.311,Orlando Johnson,0.727
555,Big 12,29.7,12.0,7.4,1.0,0.5770000000000001,0.6,Quincy Acy,8.03,Baylor,0.782,37,TOR,6.0,2012,16.1,5.0,3.5,0.6,0.447,0.35600000000000004,Quincy Acy,0.7609999999999999
556,Big 12,24.4,10.6,4.9,1.4,0.447,0.348,Quincy Miller,8.03,Baylor,0.816,38,DEN,3.0,2012,13.5,4.3,2.4,0.5,0.35,0.292,Quincy Miller,0.706
557,Big 12,28.8,13.2,5.0,2.3,0.415,0.26,Khris Middleton,6.54,Texas A&M,0.75,39,DET,7.0,2012,31.8,15.3,4.2,3.1,0.455,0.39399999999999996,Khris Middleton,0.879
558,CUSA,35.3,18.0,8.0,2.9,0.509,0.34600000000000003,Will Barton,5.26,Memphis,0.7490000000000001,40,POR,7.0,2012,22.8,10.5,3.9,2.3,0.435,0.342,Will Barton,0.7909999999999999
559,Big 12,33.4,16.6,2.3,4.8,0.47700000000000004,0.382,Tyshawn Taylor,9.93,Kansas,0.688,41,POR,2.0,2012,8.0,2.9,0.5,0.9,0.354,0.36,Tyshawn Taylor,0.684
560,SEC,31.2,13.7,2.7,1.5,0.474,0.466,Doron Lamb,7.93,Kentucky,0.826,42,MIL,2.0,2012,12.7,3.5,1.0,0.8,0.381,0.39399999999999996,Doron Lamb,0.7
561,OVC,25.8,6.5,3.9,2.6,0.348,0.359,Mike Scott,-5.07,Eastern Kentucky,0.745,43,ATL,7.0,2012,16.0,7.4,3.0,0.9,0.47600000000000003,0.359,Mike Scott,0.763
562,Big 12,33.6,14.5,4.2,1.6,0.521,0.45899999999999996,Kim English,5.68,Missouri,0.725,44,DET,1.0,2012,9.9,2.9,0.9,0.6,0.375,0.28,Kim English,0.7240000000000001
563,SEC,32.2,8.0,3.3,3.6,0.564,0.40299999999999997,Justin Hamilton,7.76,Florida,0.76,45,PHI,3.0,2012,17.4,6.1,3.6,0.8,0.46399999999999997,0.309,Justin Hamilton,0.7979999999999999
564,SEC,26.1,9.9,2.8,2.1,0.474,0.376,Darius Miller,7.93,Kentucky,0.797,46,NOH,5.0,2012,18.6,5.2,1.6,1.1,0.435,0.39399999999999996,Darius Miller,0.851
565,OVC,34.5,20.6,5.2,2.3,0.444,0.41600000000000004,Kevin Murphy,-3.06,Tennessee Tech,0.721,47,UTA,1.0,2012,3.1,0.9,0.2,0.1,0.25,0.2,Kevin Murphy,
566,MEAC,31.3,15.9,10.3,1.4,0.573,0.188,Kyle O'Quinn,-5.39,Norfolk State,0.696,49,ORL,7.0,2012,14.9,5.7,4.8,1.3,0.517,0.217,Kyle O'Quinn,0.748
567,Big East,32.2,13.4,4.7,1.5,0.42100000000000004,0.345,Kris Joseph,8.02,Syracuse,0.745,51,BOS,1.0,2012,5.4,0.9,0.7,0.1,0.14300000000000002,0.0,Kris Joseph,0.625
568,Big East,32.9,18.3,3.5,2.7,0.447,0.385,Darius Johnson-Odom,7.5,Marquette,0.764,55,DAL,2.0,2012,3.0,0.0,0.9,0.3,0.0,0.0,Darius Johnson-Odom,0.0
569,Big Ten,32.2,16.4,7.2,1.9,0.41700000000000004,0.38299999999999995,Robbie Hummel,8.05,Purdue,0.825,58,MIN,2.0,2012,14.3,3.9,2.7,0.5,0.418,0.34299999999999997,Robbie Hummel,0.867
570,Big 12,34.6,17.7,5.0,2.1,0.46,0.40700000000000003,Marcus Denmon,5.68,Missouri,0.8959999999999999,59,SAS,,2012,,,,,,,Marcus Denmon,
571,WCC,26.3,11.6,6.3,0.7,0.511,0.0,Robert Sacre,3.25,Gonzaga,0.7609999999999999,60,LAL,4.0,2012,14.5,4.2,3.1,0.7,0.436,0.0,Robert Sacre,0.6709999999999999
572,MWC,27.1,16.1,8.1,1.0,0.5329999999999999,0.375,Anthony Bennett,5.71,UNLV,0.701,1,CLE,4.0,2013,12.6,4.4,3.1,0.5,0.392,0.261,Anthony Bennett,0.67
573,Big Ten,28.4,13.6,6.3,2.1,0.599,0.441,Victor Oladipo,8.38,Indiana,0.746,2,ORL,6.0,2013,33.3,17.5,4.6,3.9,0.445,0.35200000000000004,Victor Oladipo,0.7959999999999999
574,Big East,35.4,16.2,7.5,2.7,0.48,0.42200000000000004,Otto Porter,7.59,Georgetown,0.777,3,WAS,6.0,2013,26.6,10.6,4.9,1.4,0.488,0.402,Otto Porter,0.79
575,Big Ten,29.5,16.5,8.0,1.3,0.564,0.0,Cody Zeller,8.38,Indiana,0.757,4,CHA,6.0,2013,22.6,8.0,5.6,1.3,0.508,0.261,Cody Zeller,0.7390000000000001
576,ACC,26.4,11.9,7.8,1.0,0.534,0.125,Alex Len,4.66,Maryland,0.6859999999999999,5,PHO,6.0,2013,20.0,7.4,6.5,0.8,0.48700000000000004,0.293,Alex Len,0.703
577,SEC,31.9,10.5,9.5,1.6,0.59,,Nerlens Noel,5.78,Kentucky,0.529,6,NOH,5.0,2013,25.1,9.0,7.1,1.4,0.516,0.25,Nerlens Noel,0.628
578,Big 12,32.2,15.9,5.2,2.0,0.495,0.42,Ben McLemore,7.54,Kansas,0.87,7,SAC,6.0,2013,24.3,9.0,2.5,1.1,0.41700000000000004,0.35200000000000004,Ben McLemore,0.782
579,SEC,33.9,18.5,7.1,1.8,0.433,0.373,Kentavious Caldwell-Pope,6.09,Georgia,0.799,8,DET,6.0,2013,30.3,11.8,3.4,1.6,0.409,0.344,Kentavious Caldwell-Pope,0.792
580,Big Ten,35.3,18.6,3.2,6.7,0.46299999999999997,0.384,Trey Burke,10.05,Michigan,0.8009999999999999,9,MIN,6.0,2013,24.3,11.0,2.1,3.8,0.40700000000000003,0.34,Trey Burke,0.785
581,Patriot,31.0,23.9,5.0,2.9,0.495,0.516,CJ McCollum,-3.01,Lehigh,0.8490000000000001,10,POR,6.0,2013,29.4,17.4,3.0,2.9,0.455,0.40700000000000003,CJ McCollum,0.841
582,Big East,35.2,11.9,5.0,7.3,0.39299999999999996,0.294,Michael Carter-Williams,8.57,Syracuse,0.6940000000000001,11,PHI,6.0,2013,26.9,11.2,4.6,4.7,0.401,0.251,Michael Carter-Williams,0.701
583,Big East,23.4,7.2,6.3,0.6,0.5710000000000001,,Steven Adams,5.63,Pitt,0.44299999999999995,12,OKC,6.0,2013,25.9,9.1,7.1,0.9,0.5870000000000001,0.0,Steven Adams,0.565
584,WCC,26.4,17.8,7.3,1.7,0.629,0.3,Kelly Olynyk,4.18,Gonzaga,0.7759999999999999,13,DAL,6.0,2013,21.1,9.8,4.8,1.9,0.48,0.36700000000000005,Kelly Olynyk,0.7509999999999999
585,Pac-12,30.8,17.9,5.2,0.8,0.44299999999999995,0.377,Shabazz Muhammad,7.82,UCLA,0.711,14,UTA,5.0,2013,17.2,9.0,2.8,0.5,0.473,0.319,Shabazz Muhammad,0.7509999999999999
586,ACC,36.4,14.5,3.8,4.6,0.479,0.406,Shane Larkin,7.88,Miami (FL),0.777,18,ATL,4.0,2013,19.1,5.5,1.9,2.9,0.42200000000000004,0.336,Shane Larkin,0.777
587,MWC,31.2,12.5,2.6,2.9,0.42200000000000004,0.39,Tony Snell,6.63,New Mexico,0.843,20,CHI,6.0,2013,22.3,6.3,2.4,1.0,0.42200000000000004,0.381,Tony Snell,0.81
588,Big East,31.1,9.8,9.4,2.0,0.534,,Gorgui Dieng,9.13,Louisville,0.652,21,UTA,6.0,2013,24.0,8.1,6.5,1.5,0.503,0.318,Gorgui Dieng,0.7859999999999999
589,ACC,34.7,17.1,9.9,1.9,0.599,,Mason Plumlee,9.54,Duke,0.6809999999999999,22,BRK,6.0,2013,22.1,8.5,6.2,2.0,0.5670000000000001,0.05,Mason Plumlee,0.562
590,Pac-12,33.0,13.4,5.3,2.7,0.45799999999999996,0.39,Solomon Hill,7.47,Arizona,0.7659999999999999,23,IND,6.0,2013,23.0,6.1,3.3,1.6,0.39399999999999996,0.32799999999999996,Solomon Hill,0.816
591,Big Ten,34.8,14.5,4.7,2.4,0.43700000000000006,0.374,Tim Hardaway,10.05,Michigan,0.6940000000000001,24,NYK,6.0,2013,25.5,12.7,2.5,1.8,0.424,0.34600000000000003,Tim Hardaway,0.8109999999999999
592,MEAC,,4.2,3.0,0.6,0.46299999999999997,0.0,Reggie Bullock,-8.97,Morgan State,0.5670000000000001,25,LAC,6.0,2013,16.9,5.8,1.9,0.9,0.44,0.39899999999999997,Reggie Bullock,0.816
593,Pac-12,33.4,10.9,11.2,1.4,0.48,0.32799999999999996,Andre Roberson,7.95,Colorado,0.551,26,MIN,5.0,2013,22.5,4.6,4.0,0.9,0.48200000000000004,0.257,Andre Roberson,0.467
594,SEC,31.8,14.1,4.6,2.7,0.44,0.266,Archie Goodwin,5.78,Kentucky,0.637,29,OKC,4.0,2013,14.5,6.3,2.0,1.2,0.429,0.23600000000000002,Archie Goodwin,0.7
595,Pac-12,36.2,18.4,6.1,2.6,0.45899999999999996,0.348,Allen Crabbe,7.77,California,0.813,31,CLE,6.0,2013,24.4,9.5,2.8,1.2,0.431,0.391,Allen Crabbe,0.848
596,Pac-12,35.3,14.6,8.1,1.6,0.5,0.374,Carrick Felix,4.6,Arizona State,0.664,33,CLE,1.0,2013,5.4,2.7,0.9,0.6,0.5,0.4,Carrick Felix,0.75
597,OVC,36.5,21.8,3.5,4.3,0.431,0.37,Isaiah Canaan,-2.89,Murray State,0.8220000000000001,34,HOU,6.0,2013,20.9,8.4,1.9,1.9,0.371,0.35100000000000003,Isaiah Canaan,0.8340000000000001
598,ACC,29.9,13.0,6.7,2.3,0.457,0.33299999999999996,Glen Rice,4.13,Georgia Tech,0.606,35,PHI,2.0,2013,9.5,2.7,1.5,0.6,0.26899999999999996,0.25,Glen Rice,0.6920000000000001
599,Horizon,36.6,18.7,5.1,4.5,0.491,0.32299999999999995,Ray McCallum,1.62,Detroit,0.7170000000000001,36,SAC,3.0,2013,18.2,6.0,2.0,2.4,0.408,0.335,Ray McCallum,0.711
600,Sun Belt,32.4,13.0,8.5,0.8,0.44,0.3,Tony Mitchell,-2.73,North Texas,0.675,37,DET,1.0,2013,3.8,1.0,1.2,0.1,0.41700000000000004,1.0,Tony Mitchell,0.579
601,Summit,38.1,22.3,5.6,5.8,0.485,0.379,Nate Wolters,-3.27,South Dakota State,0.813,38,WAS,3.0,2013,18.8,5.5,2.2,2.5,0.423,0.261,Nate Wolters,0.635
602,Big 12,30.9,13.7,8.5,0.9,0.5820000000000001,1.0,Jeff Withey,7.54,Kansas,0.7140000000000001,39,POR,5.0,2013,10.1,3.2,2.5,0.3,0.525,0.14300000000000002,Jeff Withey,0.716
603,Pac-12,17.8,5.2,3.6,0.5,0.409,0.405,Grant Jerrett,7.47,Arizona,0.818,40,POR,1.0,2013,6.4,2.0,1.1,0.4,0.26899999999999996,0.067,Grant Jerrett,1.0
604,MWC,33.1,16.9,9.5,3.3,0.41100000000000003,0.272,Jamaal Franklin,6.19,San Diego State,0.7809999999999999,41,MEM,2.0,2013,7.3,1.8,1.0,0.4,0.415,0.462,Jamaal Franklin,1.0
605,Big 12,34.8,19.8,3.8,7.1,0.42700000000000005,0.359,Pierre Jackson,7.13,Baylor,0.8,42,PHI,1.0,2013,10.5,4.4,1.1,2.4,0.33299999999999996,0.273,Pierre Jackson,0.857
606,Patriot,31.7,18.7,11.1,2.3,0.509,0.25,Mike Muscala,-1.96,Bucknell,0.789,44,DAL,6.0,2013,15.2,5.5,3.2,0.9,0.48200000000000004,0.373,Mike Muscala,0.846
607,ACC,36.4,25.0,4.0,3.8,0.475,0.389,Erick Green,6.27,Virginia Tech,0.816,46,UTA,2.0,2013,8.7,3.1,0.7,0.8,0.377,0.28800000000000003,Erick Green,0.857
608,OVC,16.3,2.7,2.9,0.5,0.542,,Ryan Kelly,-1.71,Eastern Illinois,0.4,48,LAL,4.0,2013,19.2,6.0,3.1,1.3,0.37799999999999995,0.316,Ryan Kelly,0.797
609,SEC,26.4,12.2,5.5,1.4,0.516,0.45299999999999996,Erik Murphy,6.83,Florida,0.784,49,CHI,1.0,2013,2.6,0.3,0.3,0.1,0.231,0.0,Erik Murphy,
610,Big West,33.1,16.5,6.7,2.1,0.491,0.35700000000000004,James Ennis,1.92,Long Beach State,0.8340000000000001,50,ATL,5.0,2013,20.7,6.5,3.1,0.9,0.455,0.363,James Ennis,0.802
611,Big 12,28.5,16.0,7.0,1.3,0.526,0.529,Romero Osby,7.09,Oklahoma,0.794,51,ORL,,2013,,,,,,,Romero Osby,
612,ACC,34.2,12.4,4.3,7.2,0.419,0.263,Lorenzo Brown,7.17,NC State,0.7709999999999999,52,MIN,5.0,2013,12.2,3.1,1.5,1.9,0.375,0.17,Lorenzo Brown,0.7
613,MWC,29.5,14.2,9.8,1.3,0.596,,Colton Iverson,5.89,Colorado State,0.59,53,IND,,2013,,,,,,,Colton Iverson,
614,Pac-12,29.0,9.4,10.0,1.4,0.595,0.0,Arsalan Kazemi,5.77,Oregon,0.675,54,WAS,,2013,,,,,,,Arsalan Kazemi,
615,Big East,31.2,10.0,2.4,5.7,0.40399999999999997,0.28800000000000003,Peyton Siva,9.13,Louisville,0.867,56,DET,1.0,2013,9.3,2.3,0.6,1.4,0.316,0.28,Peyton Siva,0.733
616,SEC,25.8,11.2,8.4,0.4,0.639,,Alex Oriakhi,6.0,Missouri,0.746,57,PHO,,2013,,,,,,,Alex Oriakhi,
617,Big Ten,35.4,19.8,5.9,1.3,0.444,0.344,Deshaun Thomas,9.32,Ohio State,0.8340000000000001,58,SAS,,2013,,,,,,,Deshaun Thomas,
618,Big 12,32.8,17.1,5.9,1.5,0.44799999999999995,0.341,Andrew Wiggins,11.4,Kansas,0.775,1,CLE,5.0,2014,36.1,19.5,4.1,2.1,0.444,0.33299999999999996,Andrew Wiggins,0.741
619,ACC,30.7,19.1,8.7,1.2,0.473,0.358,Jabari Parker,8.48,Duke,0.748,2,MIL,5.0,2014,30.8,15.4,5.6,2.1,0.486,0.34299999999999997,Jabari Parker,0.747
620,Big 12,23.1,11.2,8.1,1.4,0.626,0.2,Joel Embiid,11.4,Kansas,0.685,3,PHI,3.0,2014,29.8,23.1,10.5,2.9,0.47600000000000003,0.327,Joel Embiid,0.782
621,Pac-12,31.2,12.4,8.0,2.0,0.495,0.35600000000000004,Aaron Gordon,9.04,Arizona,0.42200000000000004,4,ORL,5.0,2014,26.5,11.8,6.0,1.8,0.45399999999999996,0.315,Aaron Gordon,0.698
622,Big 12,32.7,18.0,5.9,4.8,0.42200000000000004,0.299,Marcus Smart,8.34,Oklahoma State,0.728,6,BOS,5.0,2014,28.3,9.2,3.6,3.9,0.361,0.294,Marcus Smart,0.757
623,SEC,30.8,15.0,10.4,1.4,0.501,0.16699999999999998,Julius Randle,9.89,Kentucky,0.706,7,LAL,5.0,2014,27.7,13.9,8.9,2.6,0.498,0.267,Julius Randle,0.716
624,Big Ten,35.6,17.5,2.9,3.3,0.47,0.442,Nik Stauskas,9.65,Michigan,0.8240000000000001,8,SAC,5.0,2014,20.9,7.0,2.1,1.6,0.38799999999999996,0.35200000000000004,Nik Stauskas,0.807
625,Big Ten,26.5,11.3,9.0,0.6,0.523,0.485,Noah Vonleh,6.64,Indiana,0.716,9,CHH,5.0,2014,16.2,4.5,5.0,0.5,0.449,0.318,Noah Vonleh,0.6779999999999999
626,Sun Belt,35.9,19.2,6.0,5.9,0.509,0.259,Elfrid Payton,-0.28,Louisiana,0.609,10,PHI,5.0,2014,29.4,11.1,4.3,6.4,0.457,0.301,Elfrid Payton,0.62
627,Big East,33.7,26.7,7.0,1.6,0.526,0.449,Doug McDermott,7.17,Creighton,0.8640000000000001,11,DEN,5.0,2014,20.4,7.8,2.2,0.8,0.45299999999999996,0.402,Doug McDermott,0.8220000000000001
628,Pac-12,24.4,9.4,2.5,1.8,0.441,0.375,Zach LaVine,7.62,UCLA,0.691,13,MIN,5.0,2014,29.3,14.9,3.2,3.3,0.43700000000000006,0.365,Zach LaVine,0.8270000000000001
629,ACC,35.4,24.9,7.1,1.1,0.525,0.267,T.J. Warren,7.44,NC State,0.69,14,PHO,5.0,2014,27.2,14.0,4.2,1.1,0.501,0.319,T.J. Warren,0.765
630,Big Ten,28.1,16.4,7.3,1.3,0.503,0.423,Adreian Payne,9.38,Michigan State,0.79,15,ATL,4.0,2014,13.1,4.0,2.9,0.6,0.406,0.254,Adreian Payne,0.68
631,SEC,32.4,14.3,4.3,1.7,0.40700000000000003,0.349,James Young,9.89,Kentucky,0.706,17,BOS,4.0,2014,8.5,2.3,1.0,0.3,0.36700000000000005,0.27699999999999997,James Young,0.563
632,ACC,35.7,12.9,3.4,5.5,0.41100000000000003,0.353,Tyler Ennis,7.25,Syracuse,0.765,18,PHO,4.0,2014,12.6,4.2,1.3,1.9,0.419,0.317,Tyler Ennis,0.768
633,Big Ten,32.3,16.7,4.0,2.7,0.429,0.35200000000000004,Gary Harris,9.38,Michigan State,0.81,19,CHI,5.0,2014,28.7,12.6,2.6,2.2,0.466,0.36700000000000005,Gary Harris,0.802
634,Big Ten,24.8,9.5,8.3,1.5,0.545,0.0,Mitch McGary,9.65,Michigan,0.667,21,OKC,2.0,2014,10.7,4.4,3.5,0.3,0.527,0.0,Mitch McGary,0.58
635,Pac-12,30.1,17.4,5.3,2.3,0.485,0.35600000000000004,Jordan Adams,7.62,UCLA,0.836,22,MEM,2.0,2014,8.2,3.2,0.9,0.6,0.402,0.385,Jordan Adams,0.607
636,ACC,32.9,16.1,3.9,2.1,0.46399999999999997,0.42,Rodney Hood,8.48,Duke,0.807,23,UTA,5.0,2014,27.5,13.0,3.0,2.0,0.42,0.371,Rodney Hood,0.836
637,AAC,35.1,18.0,5.9,4.9,0.429,0.405,Shabazz Napier,8.62,UConn,0.87,24,CHH,5.0,2014,15.7,5.8,1.7,1.9,0.396,0.369,Shabazz Napier,0.799
638,ACC,23.6,14.6,4.3,1.4,0.431,0.396,P.J. Hairston,8.01,UNC,0.779,26,MIA,2.0,2014,18.0,6.0,2.4,0.5,0.34299999999999997,0.295,P.J. Hairston,0.81
639,Pac-12,34.9,18.3,3.7,2.5,0.45299999999999996,0.391,C.J. Wilcox,6.45,Washington,0.873,28,LAC,3.0,2014,5.7,2.0,0.5,0.5,0.37,0.33299999999999996,C.J. Wilcox,0.813
640,Pac-12,35.2,11.2,8.2,1.2,0.451,0.33799999999999997,Josh Huestis,9.0,Stanford,0.627,29,OKC,3.0,2014,14.1,2.5,2.4,0.3,0.34600000000000003,0.312,Josh Huestis,0.24
641,ACC,33.7,17.1,7.1,1.6,0.45899999999999996,0.304,K.J. McDaniels,5.97,Clemson,0.8420000000000001,32,PHI,3.0,2014,14.1,5.3,2.2,0.6,0.41200000000000003,0.29,K.J. McDaniels,0.7759999999999999
642,Southland,10.1,3.1,1.6,0.3,0.452,0.375,Joe Harris,-4.83,Central Arkansas,0.0,33,CLE,5.0,2014,20.4,8.2,2.5,1.2,0.46399999999999997,0.40700000000000003,Joe Harris,0.778
643,MVC,27.4,16.4,5.9,0.8,0.484,0.373,Cleanthony Early,1.73,Wichita State,0.8440000000000001,34,NYK,2.0,2014,14.3,4.3,2.2,0.8,0.34600000000000003,0.263,Cleanthony Early,0.75
644,SEC,32.4,15.1,10.6,2.0,0.531,,Jarnell Stokes,7.84,Tennessee,0.696,35,UTA,3.0,2014,5.4,2.4,1.4,0.3,0.581,,Jarnell Stokes,0.531
645,AAC,29.0,13.1,6.0,0.4,0.469,0.41700000000000004,DeAndre Daniels,8.62,UConn,0.787,37,TOR,,2014,,,,,,,DeAndre Daniels,
646,Pac-12,31.1,14.7,3.1,3.8,0.466,0.413,Spencer Dinwiddie,8.8,Colorado,0.857,38,DET,5.0,2014,23.5,9.5,2.6,4.6,0.397,0.322,Spencer Dinwiddie,0.797
647,ACC,31.4,12.1,6.8,1.4,0.496,0.0,Jerami Grant,7.25,Syracuse,0.674,39,PHI,5.0,2014,22.4,7.8,3.7,1.1,0.44799999999999995,0.308,Jerami Grant,0.642
648,Pac-12,33.1,16.3,4.1,2.8,0.43200000000000005,0.36700000000000005,Nick Johnson,9.04,Arizona,0.7809999999999999,42,HOU,1.0,2014,9.4,2.6,1.4,0.4,0.34700000000000003,0.23800000000000002,Nick Johnson,0.68
649,Big 12,35.3,17.2,5.3,2.9,0.473,0.379,Markel Brown,8.34,Oklahoma State,0.768,44,MIN,3.0,2014,15.9,5.2,2.1,1.2,0.38,0.295,Markel Brown,0.7809999999999999
650,Pac-12,32.4,14.0,6.9,3.1,0.462,0.256,Dwight Powell,9.0,Stanford,0.687,45,CHH,5.0,2014,16.6,6.7,4.2,0.8,0.541,0.28600000000000003,Dwight Powell,0.741
651,SEC,35.1,17.5,3.8,3.4,0.44799999999999995,0.281,Jordan Clarkson,6.86,Missouri,0.831,46,WAS,5.0,2014,27.4,14.3,3.2,2.7,0.445,0.337,Jordan Clarkson,0.8109999999999999
652,AAC,29.3,18.2,3.3,4.6,0.46799999999999997,0.387,Russ Smith,4.79,Louisville,0.705,47,PHI,2.0,2014,4.9,2.0,0.6,0.7,0.319,0.188,Russ Smith,0.769
653,ACC,32.6,17.1,4.9,4.3,0.441,0.38799999999999996,Lamar Patterson,7.54,Pitt,0.754,48,MIL,2.0,2014,10.9,2.3,1.4,1.1,0.326,0.23600000000000002,Lamar Patterson,0.72
